#K-Path     Band-1    Band-2    Band-3    Band-4      ...     Band-n
  0.0000  -15.7255  -14.8965  -14.8307  -14.8303  -14.6830  -14.6829   -5.4777   -4.9903   -4.5558   -4.5516   -4.4954   -4.4884   -4.1784   -4.1748   -4.0925   -3.3440   -3.3406   -3.3365   -2.5005   -2.2359   -2.1918   -2.1867   -1.9365   -1.9339   -1.3364   -0.9805   -0.9801   -0.8510   -0.7326   -0.7313    0.9698    0.9718    1.2645    1.2646    5.1392    5.7825    6.2220    6.7196    6.9120    7.1936    7.1996    8.2674    8.6825    8.6919    8.7811    8.8467    8.8563    8.9796    9.3173    9.5240    9.5269    9.7103    9.7190   10.1298   10.1324   10.1388   10.4483   10.5502   10.5565   11.0815   11.0830   11.1243   11.1247   11.4820
  0.0310  -15.7242  -14.8960  -14.8320  -14.8308  -14.6832  -14.6832   -5.4773   -4.9896   -4.5543   -4.5501   -4.4961   -4.4900   -4.1781   -4.1749   -4.0947   -3.3502   -3.3370   -3.3228   -2.5012   -2.2506   -2.1946   -2.1733   -1.9439   -1.9379   -1.3339   -0.9811   -0.9796   -0.8496   -0.7311   -0.7299    0.9699    0.9721    1.2615    1.2640    5.1458    5.7863    6.2261    6.7279    6.9168    7.1978    7.1991    8.2702    8.6234    8.6624    8.8266    8.8338    8.8633    8.9826    9.3114    9.5404    9.5525    9.7014    9.7099   10.1136   10.1348   10.1357   10.4504   10.5401   10.5507   11.0500   11.0568   11.0888   11.1054   11.3831
  0.0621  -15.7203  -14.8947  -14.8366  -14.8317  -14.6838  -14.6836   -5.4762   -4.9877   -4.5550   -4.5405   -4.5005   -4.4925   -4.1792   -4.1734   -4.1004   -3.3573   -3.3195   -3.3010   -2.5035   -2.2768   -2.2062   -2.1474   -1.9702   -1.9449   -1.3269   -0.9835   -0.9779   -0.8456   -0.7276   -0.7246    0.9702    0.9731    1.2525    1.2626    5.1654    5.7979    6.2384    6.7524    6.9312    7.1977    7.2107    8.2778    8.5258    8.6001    8.7629    8.8520    8.9362    8.9912    9.2933    9.5833    9.6070    9.6830    9.6913   10.0487   10.1416   10.1438   10.4539   10.5110   10.5397   10.9309   10.9677   11.0034   11.0683   11.2252
  0.0931  -15.7138  -14.8925  -14.8442  -14.8331  -14.6849  -14.6844   -5.4742   -4.9847   -4.5573   -4.5241   -4.5092   -4.4941   -4.1832   -4.1697   -4.1075   -3.3622   -3.2918   -3.2725   -2.5082   -2.3047   -2.2249   -2.1195   -2.0122   -1.9552   -1.3157   -0.9879   -0.9758   -0.8392   -0.7227   -0.7153    0.9705    0.9748    1.2381    1.2601    5.1977    5.8168    6.2588    6.7925    6.9551    7.1948    7.2323    8.2861    8.4307    8.5109    8.6740    8.8628    9.0053    9.0099    9.2634    9.5956    9.6433    9.6562    9.7456    9.9538   10.1441   10.1532   10.4496   10.4720   10.5334   10.7333   10.8610   10.8935   11.0157   11.1581
  0.1242  -15.7047  -14.8896  -14.8548  -14.8351  -14.6864  -14.6855   -5.4712   -4.9809   -4.5606   -4.5215   -4.5006   -4.4962   -4.1905   -4.1649   -4.1129   -3.3658   -3.2556   -3.2377   -2.5168   -2.3318   -2.2503   -2.0919   -2.0670   -1.9673   -1.3015   -0.9944   -0.9737   -0.8310   -0.7165   -0.7027    0.9709    0.9772    1.2192    1.2566    5.2420    5.8428    6.2872    6.8466    6.9883    7.1900    7.2634    8.2691    8.3681    8.4060    8.5727    8.8697    9.0247    9.0609    9.2276    9.5402    9.6326    9.7014    9.8391    9.8446   10.1326   10.1596   10.4172   10.4369   10.4980   10.5801   10.7461   10.7814   10.9501   11.0906
  0.1552  -15.6932  -14.8859  -14.8681  -14.8373  -14.6883  -14.6870   -5.4670   -4.9764   -4.5648   -4.5325   -4.4997   -4.4739   -4.2021   -4.1594   -4.1130   -3.3689   -3.2128   -3.1977   -2.5314   -2.3563   -2.2824   -2.1305   -2.0652   -1.9794   -1.2854   -1.0028   -0.9726   -0.8217   -0.7098   -0.6871    0.9714    0.9803    1.1971    1.2521    5.2975    5.8756    6.3237    6.9127    7.0305    7.1822    7.3045    8.1956    8.2928    8.3715    8.4654    8.8609    9.0492    9.0736    9.2037    9.4707    9.6192    9.7373    9.7466    9.9087   10.1186   10.1589   10.2519   10.4125   10.4442   10.5886   10.6290   10.6890   10.8782   11.0071
  0.1862  -15.6793  -14.8842  -14.8815  -14.8398  -14.6905  -14.6889   -5.4616   -4.9716   -4.5698   -4.5419   -4.5049   -4.4438   -4.2179   -4.1531   -4.1059   -3.3719   -3.1655   -3.1539   -2.5541   -2.3766   -2.3236   -2.1953   -2.0412   -1.9891   -1.2691   -1.0122   -0.9727   -0.8121   -0.7030   -0.6692    0.9720    0.9839    1.1730    1.2464    5.3632    5.9147    6.3681    6.9883    7.0810    7.1706    7.3567    8.1092    8.1759    8.3554    8.3983    8.8165    9.0585    9.0784    9.1983    9.3945    9.5904    9.6681    9.7599    9.9002   10.0384   10.1483   10.1523   10.3895   10.4301   10.5245   10.6213   10.6277   10.8068   10.9236
  0.2173  -15.6631  -14.9027  -14.8768  -14.8422  -14.6929  -14.6913   -5.4549   -4.9665   -4.5756   -4.5482   -4.5118   -4.4120   -4.2368   -4.1459   -4.0914   -3.3755   -3.1154   -3.1084   -2.5861   -2.3917   -2.3784   -2.2523   -2.0238   -1.9915   -1.2543   -1.0215   -0.9744   -0.8026   -0.6969   -0.6499    0.9728    0.9877    1.1486    1.2397    5.4382    5.9597    6.4204    7.0701    7.1338    7.1590    7.4213    8.0278    8.0578    8.2449    8.4294    8.7315    9.0409    9.1116    9.1951    9.3156    9.5249    9.6563    9.7110    9.8320    9.8548   10.1286   10.2130   10.3348   10.4216   10.4625   10.6000   10.6593   10.7392   10.8354
  0.2483  -15.6447  -14.9235  -14.8720  -14.8441  -14.6956  -14.6943   -5.4473   -4.9614   -4.5822   -4.5502   -4.5197   -4.3805   -4.2576   -4.1370   -4.0698   -3.3800   -3.0647   -3.0637   -2.6268   -2.4486   -2.4009   -2.2953   -2.0186   -1.9809   -1.2428   -1.0292   -0.9777   -0.7936   -0.6920   -0.6300    0.9738    0.9911    1.1254    1.2320    5.5213    6.0105    6.4803    7.1240    7.1551    7.2095    7.4992    7.9404    7.9566    8.1351    8.4475    8.6345    9.0125    9.1469    9.1899    9.2373    9.4707    9.5936    9.6054    9.6979    9.8102   10.1025   10.2390   10.2610   10.4051   10.4460   10.5961   10.6696   10.6963   10.7550
  0.2794  -15.6244  -14.9465  -14.8680  -14.8446  -14.6984  -14.6977   -5.4390   -4.9558   -4.5896   -4.5473   -4.5280   -4.3510   -4.2793   -4.1256   -4.0417   -3.3862   -3.0244   -3.0147   -2.6745   -2.5250   -2.4059   -2.3264   -2.0183   -1.9649   -1.2362   -1.0340   -0.9825   -0.7852   -0.6885   -0.6102    0.9750    0.9932    1.1054    1.2234    5.6118    6.0666    6.5478    7.0913    7.2409    7.2803    7.5903    7.8250    7.8982    8.0270    8.3955    8.5961    8.9641    9.1529    9.1734    9.1901    9.4022    9.4722    9.4807    9.6785    9.7527   10.0717   10.1568   10.2540   10.3622   10.4433   10.6020   10.6163   10.6553   10.6873
